movie_img,movie_name,movie_name_e,movie_content,movie_director,movie_actor,movie_cate,movie_age,movie_date
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81786/81786_185.jpg,하나님과의 인터뷰,An Interview with God,,페리 랑,"데이빗 스트라탄,브렌튼 스웨이츠", / 기본 : ,"전체, 97분, 미국",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81787/81787_185.jpg,이다혜의 북클럽 시즌 2-히가시노 게이고,CGV ARTHOUSE Class,,,,,"전체, 90분, 한국",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81788/81788_185.jpg,너의 목소리,Your Voice-Kimikoe,,이토 나오유키,"카타히라 미나,미모리 스즈코,타나카 유키", / 기본 : ,"미정, 0분, 일본",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81715/81715_185.jpg,오늘도 평화로운,Super Margin,"
,
",백승기,손이용,"장르 : 액션, 코미디","15세 이상, 90분, 한국",개봉 : 
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81694/81694_185.jpg,샤잠!,SHAZAM!,,데이비드 F. 샌드버그,"제커리 리바이,애셔 앤젤", / 기본 : ,"12세 이상, 132분, 미국",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81719/81719_185.jpg,필그리미지,Pilgrimage,,브랜든 멀다우니,"톰 홀랜드,존 번탈,리차드 아미티지", / 기본 : ,"미정, 95분, 아일랜드",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81727/81727_185.jpg,명탐정 피카츄,Pokemon Detective Pikachu,,롭 레터맨,"라이언 레이놀즈,저스티스 스미스", / 기본 : ,"미정, 0분, 미국, 일본",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81744/81744_185.jpg,유랑지구,The Wandering Earth,,곽범,"굴초소,오경,조금맥", / 기본 : ,"12세 이상, 125분, 중국",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81723/81723_185.jpg,키코리키-시간여행,Kikoriki: Deja Vu,,데니스 체르노프,"이경태,이상현,김정훈,이인석,신한호,안현서", / 기본 : ,"전체, 78분, 러시아",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81759/81759_185.jpg,걸캅스,,,정다원,"라미란,이성경,윤상현,최수영","장르 : 액션, 코미디","15세 이상, 107분, 한국",개봉 : 
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81747/81747_185.jpg,프렌즈-둥지탈출,Manou the Swift,,"안드레아 블록,크리스티안 하스","케이트 윈슬렛,윌렘 데포", / 기본 : ,"전체, 89분, 독일",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81746/81746_185.jpg,똑딱똑딱 마법의 시계나라,The Angel in the Clock,,미구엘 우리에가스,"강은애,김보나,박성영,이창민,서반석,고구인,이다은,최정윤", / 기본 : ,"전체, 80분, 멕시코",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81748/81748_185.jpg,어글리 돌,UglyDolls,,켈리 애스버리,"켈리 클락슨,닉 조나스,자넬 모네,핏불,엠마 로버츠", / 기본 : ,"미정, 0분, 미국",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81764/81764_185.jpg,몬스터 랜드,Zombillenium,,"아르튀르 드 팽,알렉시스 두코드","이창민,고구인,박성영,서반석,이다은", / 기본 : ,"전체, 74분, 프랑스",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81750/81750_185.jpg,뷰티풀 보이스,Hakuna Matata Pole Pole,,김선웅,"박호산,이이경,문지인,김민주,김정팔,배유람,연제욱,양조아,배다빈", / 기본 : ,"미정, 0분, 한국",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81766/81766_185.jpg,롱 샷,LONG SHOT,,조나단 레빈,"샤를리즈 테론,세스 로건,앤디 서키스", / 기본 : ,"미정, 0분, 미국",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81763/81763_185.jpg,스탈린이 죽었다!,The Death of Stalin,,아만도 이아누치,,개봉 : ,"15세 이상, 107분, 영국",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81761/81761_185.jpg,라플라스의 마녀,Laplace's Witch,,미이케 다카시,사쿠라이 쇼, / 기본 : ,"12세 이상, 115분, 일본",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81767/81767_185.jpg,갤버스턴,Galveston,,멜라니 로랑,"벤 포스터,엘르 패닝,릴리 라인하트,마리아 발베르드", / 기본 : ,"미정, 91분, 미국",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81771/81771_185.jpg,해피엔드,Happy End,,미카엘 하네케,"이자벨 위페르,장 루이 트랭티냥,마티유 카소비츠", / 기본 : ,"미정, 107분, 독일, 오스트리아, 프랑스",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81772/81772_185.jpg,베카신!,Becassine!,,브뤼노 포달리데,에밀린 바야르트, / 기본 : ,"전체, 96분, 프랑스",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81758/81758_185.jpg,판의 미로-오필리아와 세 개의 열쇠,Pan's Labyrinth,,기예르모 델 토로,"이바나 바쿠에로,더그 존스", / 기본 : ,"15세 이상, 119분, 멕시코, 미국, 스페인",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81631/81631_185.jpg,맨 인 블랙-인터내셔널,Men in Black: International,,F. 게리 그레이,"크리스 헴스워스,테사 톰슨,리암 니슨", / 기본 : ,"미정, 0분, 미국",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81619/81619_185.jpg,스파이더맨-파 프롬 홈,Spider-Man: Far From Home,,존 왓츠,"톰 홀랜드,제이크 질렌할", / 기본 : ,"미정, 0분, 미국",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81567/81567_185.jpg,알리타-배틀 엔젤,Alita-Battle Angel,,로버트 로드리게즈,"로사 살라자르,크리스토프 왈츠,키언 존슨,마허샬라 알리,제니퍼 코넬리", / 기본 : ,"12세 이상, 122분, 미국, 아르헨티나, 캐나다",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81716/81716_185.jpg,예수보다 낯선,Stranger than Jesus,,여균동,"조복래,여균동", / 기본 : ,"15세 이상, 80분, 한국",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81685/81685_185.jpg,왓칭,Watching,,김성기,"강예원,이학주", / 기본 : ,"15세 이상, 98분, 한국",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81695/81695_185.jpg,프로디지,The Prodigy,,니콜라스 맥카시,"테일러 쉴링,잭슨 로버트 스콧", / 기본 : ,"15세 이상, 92분, 미국",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81700/81700_185.jpg,공포의 묘지,Pet Sematary,"
,
","케빈 콜쉬,데니스 위드미어","제이슨 클락,존 리스고,에이미 세이메츠", / 기본 : ,"15세 이상, 101분, 미국",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81704/81704_185.jpg,더 길티,The Guilty,,구스타브 몰러,야곱 세데르그렌, / 기본 : ,"12세 이상, 88분, 덴마크",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81674/81674_185.jpg,헬보이,Hellboy,,닐 마샬,"데이빗 하버,밀라 요보비치", / 기본 : ,"청소년 관람불가, 121분, 미국",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81546/81546_185.jpg,고질라-킹 오브 몬스터,Godzilla: King of the Monsters,,마이클 도허티,"밀리 바비 브라운,베라 파미가,카일 챈들러,오셔 잭슨 주니어", / 기본 : ,"12세 이상, 132분, 미국",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81672/81672_185.jpg,개봉미정,,,구스타브 몰러,야콥 세데르그렌, / 기본 : ,"12세 이상, 88분, 덴마크",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81768/81768_185.jpg,누구나 아는 비밀,Everybody Knows,,아쉬가르 파라디,"페넬로페 크루즈,하비에르 바르뎀,리카도 다린", / 기본 : ,"미정, 132분, 스페인, 이탈리아, 프랑스",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81762/81762_185.jpg,사자,The Divine Fury,,김주환,"박서준,안성기,우도환",장르 : 호러,"미정, 0분, 한국",개봉 : 
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81728/81728_185.jpg,요로나의 저주,The Curse of La Llorona,,마이클 차베즈,린다 카델리니, / 기본 : ,"15세 이상, 93분, 미국",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81684/81684_185.jpg,0.0MHz,-,"
,
",유선동,"정은지,이성열", / 기본 : ,"미정, 0분, 한국",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81671/81671_185.jpg,서스페리아,Suspiria,,루카 구아다니노,"다코타 존슨,틸다 스윈튼,클로이 모레츠,미아 고스", / 기본 : ,"청소년 관람불가, 152분, 미국",
http://img.cgv.co.kr/Movie/Thumbnail/Poster/000081/81533/81533_185.jpg,캡틴 마블,Captain Marvel,"
 ,
1995년, 공군 파일럿 시절의 기억을 잃고,
크리족 전사로 살아가던 캐럴 댄버스(브리 라슨)가 지구에 불시착한다.,
쉴드 요원 닉 퓨리(사무엘 L. 잭슨)에게 발견되어 팀을 이룬 그들은,
지구로 향하는 더 큰 위협을 감지하고,
힘을 합쳐 전쟁을 끝내야 하는데…","애너 보든,라이언 플렉","브리 라슨,사무엘 L. 잭슨,벤 멘델슨,주드 로", / 기본 : ,"12세 이상, 124분, 미국",
